loc,longitude,latitude,year,date,gens,DD_vince,jd_vince,obsp,predict,moths,cumoths,dataset
3201,-119.7277298,35.49274826,2014,10/1/2014,3,1913,274,0.807831764,0.98157692,102.5,557,1
3230,-119.7372055,35.51702881,2014,3/19/2014,0,288,78,0.158215016,0.582919061,29.5,39,1
3230,-119.7372055,35.51702881,2014,3/26/2014,0,326,85,0.237322509,0.726363361,19.5,58.5,1
3230,-119.7372055,35.51702881,2014,4/2/2014,0,349,92,0.267748475,0.796282291,7.5,66,1
3230,-119.7372055,35.51702881,2014,4/9/2014,0,384,99,0.494929016,0.884079039,56,122,1
3230,-119.7372055,35.51702881,2014,4/16/2014,0,437,106,0.681541562,0.960836887,46,168,1
3230,-119.7372055,35.51702881,2014,4/23/2014,0,479,113,0.898580134,0.986855328,53.5,221.5,1
3230,-119.7372055,35.51702881,2014,8/27/2014,3,1581,239,0.141924962,0.118854173,87,87,1
3230,-119.7372055,35.51702881,2014,9/3/2014,3,1647,246,0.284665585,0.231639221,87.5,174.5,1
3230,-119.7372055,35.51702881,2014,9/10/2014,3,1708,253,0.442088097,0.400707781,96.5,271,1
3230,-119.7372055,35.51702881,2014,9/17/2014,3,1760,260,0.622349083,0.587379754,110.5,381.5,1
3230,-119.7372055,35.51702881,2014,9/24/2014,3,1836,267,0.740619898,0.849206507,72.5,454,1
3230,-119.7372055,35.51702881,2014,10/1/2014,3,1895,274,0.886623144,0.965947688,89.5,543.5,1
3230,-119.7372055,35.51702881,2014,3/12/2014,0,247,71,0.088729016,0.418592125,13,18.5,1
3230,-119.7372055,35.51702881,2014,3/19/2014,0,288,78,0.270983219,0.582919061,38,56.5,1
3230,-119.7372055,35.51702881,2014,3/26/2014,0,326,85,0.369304568,0.726363361,20.5,77,1
3230,-119.7372055,35.51702881,2014,4/2/2014,0,349,92,0.393285364,0.796282291,5,82,1
3230,-119.7372055,35.51702881,2014,4/9/2014,0,384,99,0.570743382,0.884079039,37,119,1
3230,-119.7372055,35.51702881,2014,4/16/2014,0,437,106,0.712230206,0.960836887,29.5,148.5,1
3230,-119.7372055,35.51702881,2014,4/23/2014,0,479,113,0.918465257,0.986855328,43,191.5,1
3230,-119.7372055,35.51702881,2014,5/14/2014,1,595,134,0.114093959,0.115386128,38.5,42.5,1
3230,-119.7372055,35.51702881,2014,5/21/2014,1,646,141,0.252348989,0.176322728,51.5,94,1
3230,-119.7372055,35.51702881,2014,5/28/2014,1,708,148,0.382550329,0.27652812,48.5,142.5,1
3230,-119.7372055,35.51702881,2014,6/4/2014,1,765,155,0.536912739,0.393950909,57.5,200,1
3230,-119.7372055,35.51702881,2014,6/11/2014,1,832,162,0.617449641,0.553652644,30,230,1
3230,-119.7372055,35.51702881,2014,6/18/2014,1,887,169,0.685906053,0.683656216,25.5,255.5,1
3230,-119.7372055,35.51702881,2014,6/25/2014,1,961,176,0.814765096,0.834999442,48,303.5,1
3230,-119.7372055,35.51702881,2014,7/2/2014,1,1032,183,0.895301998,0.932524741,30,333.5,1
3230,-119.7372055,35.51702881,2014,8/27/2014,3,1581,239,0.196850389,0.118854173,137.5,137.5,1
3230,-119.7372055,35.51702881,2014,9/3/2014,3,1647,246,0.304223329,0.231639221,75,212.5,1
3230,-119.7372055,35.51702881,2014,9/10/2014,3,1708,253,0.472440958,0.400707781,117.5,330,1
3230,-119.7372055,35.51702881,2014,9/17/2014,3,1760,260,0.614173234,0.587379754,99,429,1
3230,-119.7372055,35.51702881,2014,9/24/2014,3,1836,267,0.748747289,0.849206507,94,523,1
3230,-119.7372055,35.51702881,2014,10/1/2014,3,1895,274,0.876163185,0.965947688,89,612,1
3341,-119.7864227,35.5635376,2014,2/26/2014,0,179,57,0.137078658,0.177064031,24,30.5,1
3341,-119.7864227,35.5635376,2014,3/5/2014,0,204,64,0.159550563,0.255480409,5,35.5,1
3341,-119.7864227,35.5635376,2014,3/12/2014,0,238,71,0.217977524,0.381953955,13,48.5,1
3341,-119.7864227,35.5635376,2014,3/19/2014,0,277,78,0.366292149,0.53991729,33,81.5,1
3341,-119.7864227,35.5635376,2014,3/26/2014,0,313,85,0.440449446,0.679300129,16.5,98,1
3341,-119.7864227,35.5635376,2014,4/2/2014,0,334,92,0.478651673,0.749936402,8.5,106.5,1
3341,-119.7864227,35.5635376,2014,4/9/2014,0,368,99,0.537078679,0.847499073,13,119.5,1
3341,-119.7864227,35.5635376,2014,4/16/2014,0,418,106,0.732584298,0.939486802,43.5,163,1
3341,-119.7864227,35.5635376,2014,4/23/2014,0,457,113,0.898876429,0.976027668,37,200,1
3341,-119.7864227,35.5635376,2014,9/3/2014,3,1626,246,0.18998979,0.188235879,72,93,1
3341,-119.7864227,35.5635376,2014,9/10/2014,3,1690,253,0.338100106,0.345208615,72.5,165.5,1
3341,-119.7864227,35.5635376,2014,9/17/2014,3,1743,260,0.509703755,0.523254633,84,249.5,1
3341,-119.7864227,35.5635376,2014,9/24/2014,3,1817,267,0.649642467,0.791638315,68.5,318,1
3341,-119.7864227,35.5635376,2014,10/1/2014,3,1874,274,0.817160368,0.936911464,82,400,1
3380,-119.6947174,35.50262451,2014,8/27/2014,3,1581,239,0.158740789,0.118854173,118.5,118.5,1
3380,-119.6947174,35.50262451,2014,9/3/2014,3,1647,246,0.26724714,0.231639221,81,199.5,1
3380,-119.6947174,35.50262451,2014,9/10/2014,3,1708,253,0.417950422,0.400707781,112.5,312,1
3380,-119.6947174,35.50262451,2014,9/17/2014,3,1760,260,0.586068332,0.587379754,125.5,437.5,1
3380,-119.6947174,35.50262451,2014,9/24/2014,3,1836,267,0.700602829,0.849206507,85.5,523,1
3380,-119.6947174,35.50262451,2014,10/1/2014,3,1895,274,0.843938351,0.965947688,107,630,1
3490,-119.8180542,35.7495079,2014,2/21/2014,0,148,52,0.072254337,0.10345009,9.5,12.5,1
3490,-119.8180542,35.7495079,2014,2/26/2014,0,173,57,0.167630062,0.162773132,16.5,29,1
3490,-119.8180542,35.7495079,2014,3/5/2014,0,199,64,0.182080925,0.240186527,2.5,31.5,1
3490,-119.8180542,35.7495079,2014,3/12/2014,0,234,71,0.239884391,0.364420027,10,41.5,1
3490,-119.8180542,35.7495079,2014,3/19/2014,0,274,78,0.410404623,0.525233805,29.5,71,1
3490,-119.8180542,35.7495079,2014,3/26/2014,0,311,85,0.557803452,0.673125029,25.5,96.5,1
3490,-119.8180542,35.7495079,2014,4/2/2014,0,333,92,0.627167642,0.748978317,12,108.5,1
3490,-119.8180542,35.7495079,2014,4/9/2014,0,370,99,0.806358397,0.852210999,31,139.5,1
3530,-119.1915512,35.55502701,2014,5/7/2014,1,541,127,0.276450515,0.068981051,81,81,1
3530,-119.1915512,35.55502701,2014,5/14/2014,1,583,134,0.426621169,0.103708394,44,125,1
3530,-119.1915512,35.55502701,2014,5/21/2014,1,636,141,0.534129679,0.162722543,31.5,156.5,1
3530,-119.1915512,35.55502701,2014,5/28/2014,1,700,148,0.674061418,0.262441576,41,197.5,1
3530,-119.1915512,35.55502701,2014,6/4/2014,1,763,155,0.769624591,0.389878988,28,225.5,1
3530,-119.1915512,35.55502701,2014,6/11/2014,1,818,162,0.83959043,0.519372582,20.5,246,1
3530,-119.1915512,35.55502701,2014,6/18/2014,1,887,169,0.868600667,0.683059454,8.5,254.5,1
3530,-119.1915512,35.55502701,2014,7/23/2014,2,1201,204,0.067199998,0.166863993,20,21,1
3530,-119.1915512,35.55502701,2014,7/30/2014,2,1258,211,0.230399996,0.281810939,51,72,1
3530,-119.1915512,35.55502701,2014,8/6/2014,2,1325,218,0.347200006,0.476367384,36.5,108.5,1
3530,-119.1915512,35.55502701,2014,8/13/2014,2,1384,225,0.577600002,0.674757481,72,180.5,1
3530,-119.1915512,35.55502701,2014,8/20/2014,2,1441,232,0.79519999,0.846947014,68,248.5,1
3530,-119.1915512,35.55502701,2014,9/3/2014,3,1565,246,0.14763552,0.099652961,64,64,1
3530,-119.1915512,35.55502701,2014,9/10/2014,3,1622,253,0.222606689,0.181873754,32.5,96.5,1
3530,-119.1915512,35.55502701,2014,9/17/2014,3,1675,260,0.3656286,0.301460981,62,158.5,1
3530,-119.1915512,35.55502701,2014,9/24/2014,3,1752,267,0.483275652,0.555665493,51,209.5,1
3530,-119.1915512,35.55502701,2014,10/1/2014,3,1815,274,0.589388669,0.784504533,46,255.5,1
3530,-119.1915512,35.55502701,2014,10/8/2014,3,1869,281,0.777393281,0.927053571,81.5,337,1
3530,-119.1915512,35.55502701,2014,10/15/2014,3,1931,288,0.860438287,0.99141866,36,373,1
3580,-119.6940689,35.48826218,2014,3/12/2014,0,251,71,0.052884616,0.434705853,8,16.5,1
3580,-119.6940689,35.48826218,2014,3/19/2014,0,292,78,0.165064096,0.597802639,35,51.5,1
3580,-119.6940689,35.48826218,2014,3/26/2014,0,329,85,0.299679488,0.736605704,42,93.5,1
3580,-119.6940689,35.48826218,2014,4/2/2014,0,351,92,0.339743584,0.803737819,12.5,106,1
3580,-119.6940689,35.48826218,2014,4/9/2014,0,385,99,0.463141024,0.887346029,38.5,144.5,1
3580,-119.6940689,35.48826218,2014,4/16/2014,0,437,106,0.631410241,0.960695922,52.5,197,1
3580,-119.6940689,35.48826218,2014,4/23/2014,0,478,113,0.881410241,0.986111403,78,275,1
3580,-119.6940689,35.48826218,2014,8/27/2014,3,1593,239,0.107470512,0.134450644,82,82,1
3580,-119.6940689,35.48826218,2014,9/3/2014,3,1663,246,0.199868932,0.269171655,70.5,152.5,1
3580,-119.6940689,35.48826218,2014,9/10/2014,3,1727,253,0.332896471,0.465543956,101.5,254,1
3580,-119.6940689,35.48826218,2014,9/17/2014,3,1780,260,0.490170389,0.662460387,120,374,1
3580,-119.6940689,35.48826218,2014,9/24/2014,3,1854,267,0.615989506,0.896301568,96,470,1
3580,-119.6940689,35.48826218,2014,10/1/2014,3,1913,274,0.81716907,0.98157692,153.5,623.5,1
3620,-119.2447891,35.53525162,2014,5/7/2014,1,541,127,0.266666681,0.068981051,20,20,1
3620,-119.2447891,35.53525162,2014,5/14/2014,1,583,134,0.400000006,0.103708394,10,30,1
3620,-119.2447891,35.53525162,2014,5/21/2014,1,636,141,0.466666669,0.162722543,5,35,1
3620,-119.2447891,35.53525162,2014,5/28/2014,1,700,148,0.633333325,0.262441576,12.5,47.5,1
3620,-119.2447891,35.53525162,2014,6/4/2014,1,763,155,0.713333309,0.389878988,6,53.5,1
3620,-119.2447891,35.53525162,2014,6/11/2014,1,818,162,0.813333333,0.519372582,7.5,61,1
3620,-119.2447891,35.53525162,2014,6/18/2014,1,887,169,0.846666694,0.683059454,2.5,63.5,1
3620,-119.2447891,35.53525162,2014,6/25/2014,1,946,176,0.946666658,0.808443427,7.5,71,1
3620,-119.2447891,35.53525162,2014,9/3/2014,3,1565,246,0.076526225,0.099652961,44.5,44.5,1
3620,-119.2447891,35.53525162,2014,9/10/2014,3,1622,253,0.153052449,0.181873754,44.5,89,1
3620,-119.2447891,35.53525162,2014,9/17/2014,3,1675,260,0.271711081,0.301460981,69,158,1
3620,-119.2447891,35.53525162,2014,9/24/2014,3,1752,267,0.437661231,0.555665493,96.5,254.5,1
3620,-119.2447891,35.53525162,2014,10/1/2014,3,1815,274,0.615649164,0.784504533,103.5,358,1
3620,-119.2447891,35.53525162,2014,10/8/2014,3,1869,281,0.755803943,0.927053571,81.5,439.5,1
3620,-119.2447891,35.53525162,2014,10/15/2014,3,1931,288,0.858125508,0.99141866,59.5,499,1
3631,-119.2043228,35.53890228,2014,5/7/2014,1,541,127,0.171779141,0.068981051,14,14,1
3631,-119.2043228,35.53890228,2014,5/14/2014,1,583,134,0.269938648,0.103708394,8,22,1
3631,-119.2043228,35.53890228,2014,5/21/2014,1,636,141,0.404907972,0.162722543,11,33,1
3631,-119.2043228,35.53890228,2014,5/28/2014,1,700,148,0.607361972,0.262441576,16.5,49.5,1
3631,-119.2043228,35.53890228,2014,6/4/2014,1,763,155,0.736196339,0.389878988,10.5,60,1
3631,-119.2043228,35.53890228,2014,6/11/2014,1,818,162,0.797546029,0.519372582,5,65,1
3631,-119.2043228,35.53890228,2014,6/18/2014,1,887,169,0.81595093,0.683059454,1.5,66.5,1
3631,-119.2043228,35.53890228,2014,6/25/2014,1,946,176,0.932515323,0.808443427,9.5,76,1
3640,-119.2464218,35.52485657,2014,9/3/2014,3,1565,246,0.051424049,0.099652961,32.5,32.5,1
3640,-119.2464218,35.52485657,2014,9/10/2014,3,1622,253,0.147151902,0.181873754,60.5,93,1
3640,-119.2464218,35.52485657,2014,9/17/2014,3,1675,260,0.285601258,0.301460981,87.5,180.5,1
3640,-119.2464218,35.52485657,2014,9/24/2014,3,1752,267,0.443037987,0.555665493,99.5,280,1
3640,-119.2464218,35.52485657,2014,10/1/2014,3,1815,274,0.578322768,0.784504533,85.5,365.5,1
3640,-119.2464218,35.52485657,2014,10/8/2014,3,1869,281,0.742879748,0.927053571,104,469.5,1
3640,-119.2464218,35.52485657,2014,10/15/2014,3,1931,288,0.860759497,0.99141866,74.5,544,1
3680,-119.2229385,35.5361557,2014,9/3/2014,3,1565,246,0.063271604,0.099652961,20.5,20.5,1
3680,-119.2229385,35.5361557,2014,9/10/2014,3,1622,253,0.091049381,0.181873754,9,29.5,1
3680,-119.2229385,35.5361557,2014,9/17/2014,3,1675,260,0.208333328,0.301460981,38,67.5,1
3680,-119.2229385,35.5361557,2014,9/24/2014,3,1752,267,0.429012358,0.555665493,71.5,139,1
3680,-119.2229385,35.5361557,2014,10/1/2014,3,1815,274,0.626543224,0.784504533,64,203,1
3680,-119.2229385,35.5361557,2014,10/8/2014,3,1869,281,0.703703701,0.927053571,25,228,1
3680,-119.2229385,35.5361557,2014,10/15/2014,3,1931,288,0.912037015,0.99141866,67.5,295.5,1
3740,-119.7153015,35.54929733,2014,3/12/2014,0,247,71,0.081009299,0.418592125,14,30.5,1
3740,-119.7153015,35.54929733,2014,3/19/2014,0,288,78,0.183266938,0.582919061,38.5,69,1
3740,-119.7153015,35.54929733,2014,3/26/2014,0,326,85,0.270916343,0.726363361,33,102,1
3740,-119.7153015,35.54929733,2014,4/2/2014,0,349,92,0.302788854,0.796282291,12,114,1
3740,-119.7153015,35.54929733,2014,4/9/2014,0,384,99,0.448871195,0.884079039,55,169,1
3740,-119.7153015,35.54929733,2014,4/16/2014,0,437,106,0.609561741,0.960836887,60.5,229.5,1
3740,-119.7153015,35.54929733,2014,4/23/2014,0,479,113,0.79415673,0.986855328,69.5,299,1
3740,-119.7153015,35.54929733,2014,8/27/2014,3,1581,239,0.211728394,0.118854173,171.5,171.5,1
3740,-119.7153015,35.54929733,2014,9/3/2014,3,1647,246,0.406172842,0.231639221,157.5,329,1
3740,-119.7153015,35.54929733,2014,9/10/2014,3,1708,253,0.538271606,0.400707781,107,436,1
3740,-119.7153015,35.54929733,2014,9/17/2014,3,1760,260,0.656790137,0.587379754,96,532,1
3740,-119.7153015,35.54929733,2014,9/24/2014,3,1836,267,0.722839534,0.849206507,53.5,585.5,1
3740,-119.7153015,35.54929733,2014,10/1/2014,3,1895,274,0.840123475,0.965947688,95,680.5,1
3740,-119.7153015,35.54929733,2014,3/19/2014,0,288,78,0.157068059,0.582919061,47,60,1
3740,-119.7153015,35.54929733,2014,3/26/2014,0,326,85,0.318062842,0.726363361,61.5,121.5,1
3740,-119.7153015,35.54929733,2014,4/2/2014,0,349,92,0.336387426,0.796282291,7,128.5,1
3740,-119.7153015,35.54929733,2014,4/9/2014,0,384,99,0.476439804,0.884079039,53.5,182,1
3740,-119.7153015,35.54929733,2014,4/16/2014,0,437,106,0.646596849,0.960836887,65,247,1
3740,-119.7153015,35.54929733,2014,4/23/2014,0,479,113,0.884816766,0.986855328,91,338,1
3740,-119.7153015,35.54929733,2014,8/27/2014,3,1581,239,0.187386289,0.118854173,154.5,154.5,1
3740,-119.7153015,35.54929733,2014,9/3/2014,3,1647,246,0.382049739,0.231639221,160.5,315,1
3740,-119.7153015,35.54929733,2014,9/10/2014,3,1708,253,0.551849604,0.400707781,140,455,1
3740,-119.7153015,35.54929733,2014,9/17/2014,3,1760,260,0.654335976,0.587379754,84.5,539.5,1
3740,-119.7153015,35.54929733,2014,9/24/2014,3,1836,267,0.766525149,0.849206507,92.5,632,1
3740,-119.7153015,35.54929733,2014,10/1/2014,3,1895,274,0.888417244,0.965947688,100.5,732.5,1
3740,-119.7153015,35.54929733,2014,5/28/2014,1,708,148,0.107382551,0.27652812,13,24,1
3740,-119.7153015,35.54929733,2014,6/4/2014,1,765,155,0.22147651,0.393950909,25.5,49.5,1
3740,-119.7153015,35.54929733,2014,6/11/2014,1,832,162,0.328859061,0.553652644,24,73.5,1
3740,-119.7153015,35.54929733,2014,6/18/2014,1,887,169,0.525727093,0.683656216,44,117.5,1
3740,-119.7153015,35.54929733,2014,6/25/2014,1,961,176,0.778523505,0.834999442,56.5,174,1
3740,-119.7153015,35.54929733,2014,7/2/2014,1,1032,183,0.930648744,0.932524741,34,208,1
3740,-119.7153015,35.54929733,2014,8/27/2014,3,1581,239,0.237090915,0.118854173,163,163,1
3740,-119.7153015,35.54929733,2014,9/3/2014,3,1647,246,0.354909092,0.231639221,81,244,1
3740,-119.7153015,35.54929733,2014,9/10/2014,3,1708,253,0.512727261,0.400707781,108.5,352.5,1
3740,-119.7153015,35.54929733,2014,9/17/2014,3,1760,260,0.663999975,0.587379754,104,456.5,1
3740,-119.7153015,35.54929733,2014,9/24/2014,3,1836,267,0.797818184,0.849206507,92,548.5,1
3740,-119.7153015,35.54929733,2014,10/1/2014,3,1895,274,0.892363608,0.965947688,65,613.5,1
3770,-119.694313,35.55051422,2014,2/26/2014,0,185,57,0.071249999,0.19443123,20,28.5,1
3770,-119.694313,35.55051422,2014,3/5/2014,0,212,64,0.087499999,0.282685995,6.5,35,1
3770,-119.694313,35.55051422,2014,3/12/2014,0,247,71,0.172499999,0.418592125,34,69,1
3770,-119.694313,35.55051422,2014,3/19/2014,0,288,78,0.284999996,0.582919061,45,114,1
3770,-119.694313,35.55051422,2014,3/26/2014,0,326,85,0.395000011,0.726363361,44,158,1
3770,-119.694313,35.55051422,2014,4/2/2014,0,349,92,0.442499995,0.796282291,19,177,1
3770,-119.694313,35.55051422,2014,4/9/2014,0,384,99,0.564999998,0.884079039,49,226,1
3770,-119.694313,35.55051422,2014,4/16/2014,0,437,106,0.701250017,0.960836887,54.5,280.5,1
3770,-119.694313,35.55051422,2014,4/23/2014,0,479,113,0.83375001,0.986855328,53,333.5,1
3770,-119.694313,35.55051422,2014,5/7/2014,1,553,127,0.08857809,0.078161143,19,19,1
3770,-119.694313,35.55051422,2014,5/14/2014,1,595,134,0.137529135,0.115386128,10.5,29.5,1
3770,-119.694313,35.55051422,2014,5/21/2014,1,646,141,0.17016317,0.176322728,7,36.5,1
3770,-119.694313,35.55051422,2014,5/28/2014,1,708,148,0.237762243,0.27652812,14.5,51,1
3770,-119.694313,35.55051422,2014,6/4/2014,1,765,155,0.361305356,0.393950909,26.5,77.5,1
3770,-119.694313,35.55051422,2014,6/11/2014,1,832,162,0.482517481,0.553652644,26,103.5,1
3770,-119.694313,35.55051422,2014,6/18/2014,1,887,169,0.529137552,0.683656216,10,113.5,1
3770,-119.694313,35.55051422,2014,6/25/2014,1,961,176,0.764568746,0.834999442,50.5,164,1
3770,-119.694313,35.55051422,2014,7/2/2014,1,1032,183,0.923076928,0.932524741,34,198,1
3770,-119.694313,35.55051422,2014,8/27/2014,3,1581,239,0.096866094,0.118854173,68,68,1
3770,-119.694313,35.55051422,2014,9/3/2014,3,1647,246,0.260683775,0.231639221,115,183,1
3770,-119.694313,35.55051422,2014,9/10/2014,3,1708,253,0.378917366,0.400707781,83,266,1
3770,-119.694313,35.55051422,2014,9/17/2014,3,1760,260,0.5263533,0.587379754,103.5,369.5,1
3770,-119.694313,35.55051422,2014,9/24/2014,3,1836,267,0.636039913,0.849206507,77,446.5,1
3770,-119.694313,35.55051422,2014,10/1/2014,3,1895,274,0.796296299,0.965947688,112.5,559,1
3780,-119.7292023,35.56487274,2014,8/27/2014,3,1581,239,0.134135857,0.118854173,78,78,1
3780,-119.7292023,35.56487274,2014,9/3/2014,3,1647,246,0.276010305,0.231639221,82.5,160.5,1
3780,-119.7292023,35.56487274,2014,9/10/2014,3,1708,253,0.465176255,0.400707781,110,270.5,1
3780,-119.7292023,35.56487274,2014,9/17/2014,3,1760,260,0.670679271,0.587379754,119.5,390,1
3780,-119.7292023,35.56487274,2014,9/24/2014,3,1836,267,0.797076523,0.849206507,73.5,463.5,1
3780,-119.7292023,35.56487274,2014,10/1/2014,3,1895,274,0.885640562,0.965947688,51.5,515,1
3780,-119.7292023,35.56487274,2014,10/15/2014,4,2007,288,0.234309629,,56,56,1
3780,-119.7292023,35.56487274,2014,10/22/2014,4,2054,295,0.305439323,,17,73,1
3780,-119.7292023,35.56487274,2014,10/29/2014,4,2097,302,0.38075313,,18,91,1
3780,-119.7292023,35.56487274,2014,11/5/2014,4,2124,309,0.407949805,,6.5,97.5,1
3780,-119.7292023,35.56487274,2014,11/12/2014,4,2163,316,0.621338904,,51,148.5,1
3780,-119.7292023,35.56487274,2014,11/20/2014,4,2190,324,0.700836837,,19,167.5,1
3780,-119.7292023,35.56487274,2014,11/25/2014,4,2202,329,0.769874454,,16.5,184,1
3780,-119.7292023,35.56487274,2014,12/3/2014,4,2238,337,0.85146445,,19.5,203.5,1
3780,-119.7292023,35.56487274,2014,12/10/2014,4,2261,344,0.947698772,,23,226.5,1
3800,-119.7522964,35.58639145,2014,5/14/2014,1,571,134,0.171581775,0.092780448,32,32,1
3800,-119.7522964,35.58639145,2014,5/21/2014,1,621,141,0.187667564,0.143948495,3,35,1
3800,-119.7522964,35.58639145,2014,5/28/2014,1,681,148,0.265415549,0.229314834,14.5,49.5,1
3800,-119.7522964,35.58639145,2014,6/4/2014,1,737,155,0.40214476,0.334241778,25.5,75,1
3800,-119.7522964,35.58639145,2014,6/11/2014,1,802,162,0.485254705,0.480194747,15.5,90.5,1
3800,-119.7522964,35.58639145,2014,6/18/2014,1,855,169,0.608579099,0.608794451,23,113.5,1
3800,-119.7522964,35.58639145,2014,6/25/2014,1,927,176,0.839142084,0.770634472,43,156.5,1
3800,-119.7522964,35.58639145,2014,7/2/2014,1,997,183,0.903485239,0.890886962,12,168.5,1
3800,-119.7522964,35.58639145,2014,9/3/2014,3,1611,246,0.111384109,0.16151683,68,68,1
3800,-119.7522964,35.58639145,2014,9/10/2014,3,1671,253,0.279279292,0.291826516,102.5,170.5,1
3800,-119.7522964,35.58639145,2014,9/17/2014,3,1723,260,0.46764946,0.452143312,115,285.5,1
3800,-119.7522964,35.58639145,2014,9/24/2014,3,1798,267,0.601146579,0.727484643,81.5,367,1
3800,-119.7522964,35.58639145,2014,10/1/2014,3,1856,274,0.827190816,0.901778221,138,505,1
3810,-119.7684402,35.6069603,2014,3/12/2014,0,234,71,0.06115108,0.366271287,8.5,17,1
3810,-119.7684402,35.6069603,2014,3/19/2014,0,273,78,0.163669065,0.524495661,28.5,45.5,1
3810,-119.7684402,35.6069603,2014,3/26/2014,0,310,85,0.262589931,0.667954147,27.5,73,1
3810,-119.7684402,35.6069603,2014,4/2/2014,0,331,92,0.298561156,0.741272926,10,83,1
3810,-119.7684402,35.6069603,2014,4/9/2014,0,366,99,0.424460441,0.843262136,35,118,1
3810,-119.7684402,35.6069603,2014,4/16/2014,0,417,106,0.552158296,0.939460695,35.5,153.5,1
3810,-119.7684402,35.6069603,2014,4/23/2014,0,459,113,0.793165445,0.977059066,67,220.5,1
3810,-119.7684402,35.6069603,2014,9/3/2014,3,1611,246,0.141025648,0.16151683,66,66,1
3810,-119.7684402,35.6069603,2014,9/10/2014,3,1671,253,0.309829056,0.291826516,79,145,1
3810,-119.7684402,35.6069603,2014,9/17/2014,3,1723,260,0.517094016,0.452143312,97,242,1
3810,-119.7684402,35.6069603,2014,9/24/2014,3,1798,267,0.601495743,0.727484643,39.5,281.5,1
3810,-119.7684402,35.6069603,2014,10/1/2014,3,1856,274,0.767094016,0.901778221,77.5,359,1
3810,-119.7684402,35.6069603,2014,10/8/2014,3,1906,281,0.868589759,0.976665318,47.5,406.5,1
3820,-119.7029648,35.49545288,2014,5/7/2014,1,550,127,0.115099013,0.075384721,46.5,46.5,1
3820,-119.7029648,35.49545288,2014,5/14/2014,1,591,134,0.120049506,0.110937729,2,48.5,1
3820,-119.7029648,35.49545288,2014,5/21/2014,1,639,141,0.138613865,0.167234883,7.5,56,1
3820,-119.7029648,35.49545288,2014,5/28/2014,1,703,148,0.186881185,0.267565757,19.5,75.5,1
3820,-119.7029648,35.49545288,2014,6/4/2014,1,757,155,0.288366348,0.376512706,41,116.5,1
3820,-119.7029648,35.49545288,2014,6/11/2014,1,829,162,0.324257433,0.545313716,14.5,131,1
3820,-119.7029648,35.49545288,2014,6/18/2014,1,880,169,0.47153464,0.668840706,59.5,190.5,1
3820,-119.7029648,35.49545288,2014,6/25/2014,1,954,176,0.737623751,0.822440267,107.5,298,1
3820,-119.7029648,35.49545288,2014,7/2/2014,1,1026,183,0.866336644,0.926265121,52,350,1
3820,-119.7029648,35.49545288,2014,8/27/2014,3,1593,239,0.165364578,0.134450644,127,127,1
3820,-119.7029648,35.49545288,2014,9/3/2014,3,1663,246,0.30078125,0.269171655,104,231,1
3820,-119.7029648,35.49545288,2014,9/10/2014,3,1727,253,0.424479157,0.465543956,95,326,1
3820,-119.7029648,35.49545288,2014,9/17/2014,3,1780,260,0.599609375,0.662460387,134.5,460.5,1
3820,-119.7029648,35.49545288,2014,9/24/2014,3,1854,267,0.733072937,0.896301568,102.5,563,1
3820,-119.7029648,35.49545288,2014,10/1/2014,3,1913,274,0.828125,0.98157692,73,636,1
3840,-119.2483521,35.6230545,2014,9/10/2014,3,1601,253,0.20565553,0.146021351,80,80,1
3840,-119.2483521,35.6230545,2014,9/17/2014,3,1654,260,0.406169653,0.248037562,78,158,1
3840,-119.2483521,35.6230545,2014,9/24/2014,3,1731,267,0.561696649,0.479085773,60.5,218.5,1
3840,-119.2483521,35.6230545,2014,10/1/2014,3,1793,274,0.751928031,0.709094226,74,292.5,1
3840,-119.2483521,35.6230545,2014,10/8/2014,3,1848,281,0.875321329,0.881191075,48,340.5,1
3840,-119.2483521,35.6230545,2014,10/15/2014,3,1909,288,0.922879159,0.978649497,18.5,359,1
3860,-119.7198486,35.50320053,2014,5/7/2014,1,553,127,0.056768559,0.078161143,19.5,19.5,1
3860,-119.7198486,35.50320053,2014,5/14/2014,1,595,134,0.074235804,0.115386128,6,25.5,1
3860,-119.7198486,35.50320053,2014,5/21/2014,1,646,141,0.096069872,0.176322728,7.5,33,1
3860,-119.7198486,35.50320053,2014,5/28/2014,1,708,148,0.170305684,0.27652812,25.5,58.5,1
3860,-119.7198486,35.50320053,2014,6/4/2014,1,765,155,0.295487612,0.393950909,43,101.5,1
3860,-119.7198486,35.50320053,2014,6/11/2014,1,832,162,0.443959236,0.553652644,51,152.5,1
3860,-119.7198486,35.50320053,2014,6/18/2014,1,887,169,0.621542931,0.683656216,61,213.5,1
3860,-119.7198486,35.50320053,2014,6/25/2014,1,961,176,0.77438134,0.834999442,52.5,266,1
3860,-119.7198486,35.50320053,2014,7/2/2014,1,1032,183,0.911208153,0.932524741,47,313,1
3860,-119.7198486,35.50320053,2014,8/27/2014,3,1581,239,0.186588928,0.118854173,128,128,1
3860,-119.7198486,35.50320053,2014,9/3/2014,3,1647,246,0.350583076,0.231639221,112.5,240.5,1
3860,-119.7198486,35.50320053,2014,9/10/2014,3,1708,253,0.448250741,0.400707781,67,307.5,1
3860,-119.7198486,35.50320053,2014,9/17/2014,3,1760,260,0.618075788,0.587379754,116.5,424,1
